tweets,label,preprocess_tweets
RT @Aussies4Britain: Do you want unelected bureaucrats you haven't voted for controlling your lives?#TakeBackControl #VoteLeave #bbcqt http…,leave,rt : do you want unelected bureaucrats you haven't voted for controlling your lives <hashtag> <hashtag> <hashtag> http …
RT @cmackinlay: When we #VoteLeave we can implement an Australian style points based immigration system #bbcqt https://t.co/SXXCy6r117,leave,rt : when we <hashtag> we can implement an australian style points based immigration system <hashtag> <url>
RT @Vote_LeaveMedia: The only way to control inward migration is to #VoteLeave and introduce an Australian-style points based system #TakeC…,leave,rt : the only way to control inward migration is to <hashtag> and introduce an australian-style points based system <hashtag>
EU law means we can't choose which criminals we can deport. It's safer to #VoteLeave #bbcqt,leave,eu law means we can't choose which criminals we can deport it's safer to <hashtag> <hashtag>
RT @Vote_LeaveMedia: You’re not hearing positive case from the IN campaign because they don’t have a positive case... #VoteLeave #TakeContr…,leave,rt : you ’ re not hearing positive case from the in campaign because they don ’ t have a positive case <hashtag> <hashtag>
RT @sarahjanesewell: Gove: the only way to control immigration is to #VoteLeave and take back control of our borders #bbcqt,leave,rt : gove : the only way to control immigration is to <hashtag> and take back control of our borders <hashtag>
RT @cmackinlay: Gove: the only way to control immigration is to #VoteLeave and take back control of our borders #bbcqt,leave,rt : gove : the only way to control immigration is to <hashtag> and take back control of our borders <hashtag>
RT @MitchellGoldie: Gove: the only way to control immigration is to #VoteLeave and take back control of our borders #bbcqt #TakeControl,leave,rt : gove : the only way to control immigration is to <hashtag> and take back control of our borders <hashtag> <hashtag>
RT @Vote_LeaveMedia: It is official Gov't policy for Turkey to join the EU. It's on the website https://t.co/sSSaynQ2gL #bbcqt #VoteLeave h…,leave,rt : it is official gov't policy for turkey to join the eu it's on the website <url> <hashtag> <hashtag> h …
RT @patel4witham: Gove: the only way to control immigration is to #VoteLeave and take back control of our borders #bbcqt,leave,rt : gove : the only way to control immigration is to <hashtag> and take back control of our borders <hashtag>
"RT @DouglasCarswell: ""Only way we can control immigration is to #VoteLeave"" - Gove on top form #bbcqt",leave,"rt : "" only way we can control immigration is to <hashtag> - gove on top form <hashtag>"
When we #VoteLeave we can implement an Australian style points based system #bbcqt https://t.co/1VaCQik428,leave,when we <hashtag> we can implement an australian style points based system <hashtag> <url>
Gove: The only way we can reduce migration is to #TakeControl of our borders #bbcqt,leave,gove : the only way we can reduce migration is to <hashtag> of our borders <hashtag>
"RT @nickeardleybbc: Michael Gove @vote_leave predicts Turkey will join EU ""in our lifetimes"" unless we leave EU #BBCQT",leave,"rt : michael gove predicts turkey will join eu "" in our lifetimes "" unless we leave eu <hashtag>"
RT @patel4witham: Turkey IS joining the EU - just look at the EU’s own website… https://t.co/PGXEPjxMgg… #VoteLeave #bbcqt,leave,rt : turkey is joining the eu - just look at the eu ’ s own website … <url> … <hashtag> <hashtag>
RT @Tough_Luxe: Nooooo!😱 It can't be true can it!!?!! Surely not!!?! What a revelation!!! 😑   #Brexit #VoteLeave https://t.co/ToD3I37eg2,leave,rt : no <elong> 😱 it can't be true can it surely not what a revelation 😑 <hashtag> <hashtag> <url>
RT @Vote_LeaveMedia: Cameron is a passionate advocate of Turkish membership https://t.co/MVtrmhFk3t #VoteLeave #bbcqt,leave,rt : cameron is a passionate advocate of turkish membership <url> <hashtag> <hashtag>
"RT @_hanimustafa: ""The IN campaign have been ramping up the fear, they don't have a positive message for why we should stay in"" #ProjectHop…",stay,"rt : "" the in campaign have been ramping up the fear they don't have a positive message for why we should stay in "" <hashtag>"
RT @Joel_E928: Michael Gove is delivering another stellar performance. Definitely a fantastic speaker for #VoteLeave. #bbcqt #EUref,leave,rt : michael gove is delivering another stellar performance definitely a fantastic speaker for <hashtag> <hashtag> <hashtag>
RT @VoteLeaveCroy: Gove: Do you believe this country is better governmened by people you elect? #bbcqt #VoteLeave,leave,rt : gove : do you believe this country is better governmened by people you elect <hashtag> <hashtag>
RT @Vote_LeaveMedia: Turkey IS joining the EU - just look at the EU’s own website… https://t.co/VHWIvQTCNN #VoteLeave #bbcqt,leave,rt : turkey is joining the eu - just look at the eu ’ s own website … <url> <hashtag> <hashtag>
RT @Vote_LeaveMedia: Gove: Do you believe this country is better governed by people you elect? #bbcqt #VoteLeave #TakeControl,leave,rt : gove : do you believe this country is better governed by people you elect <hashtag> <hashtag> <hashtag>
RT @lawyers4britain: Do you believe in democracy? Do you believe we should elect our leaders? #VoteLeave #bbcqt #ProjectHope,leave,rt : do you believe in democracy do you believe we should elect our leaders <hashtag> <hashtag> <hashtag>
"RT @RHendron: On our side of the argument, we have provided a positive vision for the future #ProjectHope #bbcqt #VoteLeave",leave,rt : on our side of the argument we have provided a positive vision for the future <hashtag> <hashtag> <hashtag>
RT @patel4witham: Gove: The case for voting to leave is an optimistic vision of what this country can achieve after we #TakeControl #bbcqt,leave,rt : gove : the case for voting to leave is an optimistic vision of what this country can achieve after we <hashtag> <hashtag>
RT @uniforbritain: Say no to scaremongering. Vote yes to a positive vision for the future #ProjectHope #VoteLeave #bbcqt,leave,rt : say no to scaremongering vote yes to a positive vision for the future <hashtag> <hashtag> <hashtag>
"RT @Vote_LeaveMedia: On our side of the argument, we have provided a positive vision for the future #ProjectHope #bbcqt #VoteLeave",leave,rt : on our side of the argument we have provided a positive vision for the future <hashtag> <hashtag> <hashtag>
"RT @DanielcoAldred: Vote Leave, we will meet all EU funding - including science commitments say Ministers https://t.co/wSUnNZH9Oj #bbcqt ht…",leave,rt : vote leave we will meet all eu funding - including science commitments say ministers <url> <hashtag> ht …
"Gove: The IN campaign have been ramping up the fear, they don't have a positive message for why we should stay in #bbcqt",stay,gove : the in campaign have been ramping up the fear they don't have a positive message for why we should stay in <hashtag>
RT @lialaw: #bbcqt Gove quite impressive. Better than anything I've seen from the remain campaign @bbcquestiontime,stay,rt : <hashtag> gove quite impressive better than anything i've seen from the remain campaign
RT @vote_leave: Gove: The case for voting to leave is an optimistic vision of what this country can achieve after we #TakeControl #bbcqt,leave,rt : gove : the case for voting to leave is an optimistic vision of what this country can achieve after we <hashtag> <hashtag>
Gove: The case for voting to leave is an optimistic vision of what this country can achieve after we #TakeControl #bbcqt,leave,gove : the case for voting to leave is an optimistic vision of what this country can achieve after we <hashtag> <hashtag>
RT @Vote_LeaveMedia: The EU doesn’t believe in democracy. The President said ‘there can be no democratic vote against the treaties’ #VoteLe…,leave,rt : the eu doesn ’ t believe in democracy the president said ‘ there can be no democratic vote against the treaties ’ <hashtag>
RT @lawyers4britain: @MichaelGoveMP hoped that EU might change. Tragedy in the med? Brexit? Recession in Greece? NO CHANGE #TakeControl #Vo…,leave,rt : hoped that eu might change tragedy in the med brexit recession in greece no change <hashtag> <hashtag>
RT @johnredwood: Outside the EU we will continue to trade fully with the remaining members of the EU as we do today. #Brexit #VoteLeave,stay,rt : outside the eu we will continue to trade fully with the remaining members of the eu as we do today <hashtag> <hashtag>
The real risk is staying in the EU with a passport-free zone from the English Channel to the Syrian border #bbcqt https://t.co/pkZPqRRouE,stay,the real risk is staying in the eu with a passport-free zone from the english channel to the syrian border <hashtag> <url>
RT @uniforbritain: We should be in control of our future. Let's #VoteLeave and take back control #bbcqt,leave,rt : we should be in control of our future let's <hashtag> and take back control <hashtag>
RT @MitchellGoldie: We should be in control of our destiny. Let's #VoteLeave and take back control #bbcqt #VoteLeave #takecontrol,leave,rt : we should be in control of our destiny let's <hashtag> and take back control <hashtag> <hashtag> <hashtag>
RT @Vote_LeaveMedia: 60% of our laws come from the EU according to the House of Commons Library. It’s safer to #takecontrol #VoteLeave #bbc…,leave,rt : <number> of our laws come from the eu according to the house of commons library it ’ s safer to <hashtag> <hashtag> <hashtag>
"RT @CllrGurjitBains: We are paying nearly £2 billion to get countries like Turkey, Serbia, Macedonia signed up to the EU #VoteLeave #TakeCo…",leave,rt : we are paying nearly <number> billion to get countries like turkey serbia macedonia signed up to the eu <hashtag> <hashtag>
RT @Vote_LeaveMedia: German finance minister ‘I believe that of course we will still have trade [if we Vote Leave]’ https://t.co/rDseuH7AW8…,leave,rt : german finance minister ‘ i believe that of course we will still have trade [ if we vote leave ] ’ <url> …
RT @AmyLeedsTory: Loving his passion. #VoteLeave https://t.co/rQPRZRyk5z,leave,rt : loving his passion <hashtag> <url>
"Gove: We are paying nearly £2 billion for 5 new countries including Turkey, Albania and Serbia to join the EU #bbcqt #TakeControl",leave,gove : we are paying nearly <number> billion for <number> new countries including turkey albania and serbia to join the eu <hashtag> <hashtag>
"RT @_hanimustafa: The EU is a job destroying machine, and it harms my generation the most! #VoteLeave #bbcqt",leave,rt : the eu is a job destroying machine and it harms my generation the most <hashtag> <hashtag>
RT @NatashaCComer: #questiontime Michael Gove outlining plans for when we leave the #EU #VoteLeave,leave,rt : <hashtag> michael gove outlining plans for when we leave the <hashtag> <hashtag>
RT @ade_newman: @bbcquestiontime #bbcqt My business does no trade with the EU. Yet I have to follow all the regulations...  #VoteLeave,leave,rt : <hashtag> my business does no trade with the eu yet i have to follow all the regulations <hashtag>
"Gove: After we #VoteLeave, we can strengthen our economy and give the young people the opportunities they deserve #bbcqt",leave,gove : after we <hashtag> we can strengthen our economy and give the young people the opportunities they deserve <hashtag>
